school_id,school_name,subject_desc
89,ELIAS PARK PRIMARY SCHOOL,MUSIC
89,ELIAS PARK PRIMARY SCHOOL,PHYSICAL EDUCATION
89,ELIAS PARK PRIMARY SCHOOL,SCIENCE
89,ELIAS PARK PRIMARY SCHOOL,SOCIAL STUDIES
89,ELIAS PARK PRIMARY SCHOOL,TAMIL
90,ENDEAVOUR PRIMARY SCHOOL,ART
90,ENDEAVOUR PRIMARY SCHOOL,CHINESE
90,ENDEAVOUR PRIMARY SCHOOL,ENGLISH LANGUAGE
90,ENDEAVOUR PRIMARY SCHOOL,FOUNDATION CHINESE
90,ENDEAVOUR PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
90,ENDEAVOUR PRIMARY SCHOOL,FOUNDATION MALAY
90,ENDEAVOUR PRIMARY SCHOOL,HIGHER CHINESE
90,ENDEAVOUR PRIMARY SCHOOL,HIGHER MALAY
90,ENDEAVOUR PRIMARY SCHOOL,MALAY
90,ENDEAVOUR PRIMARY SCHOOL,MATHEMATICS
90,ENDEAVOUR PRIMARY SCHOOL,MUSIC
90,ENDEAVOUR PRIMARY SCHOOL,PHYSICAL EDUCATION
90,ENDEAVOUR PRIMARY SCHOOL,SCIENCE
90,ENDEAVOUR PRIMARY SCHOOL,SOCIAL STUDIES
91,EUNOIA JUNIOR COLLEGE,CHINESE B
91,EUNOIA JUNIOR COLLEGE,H1 CHINESE LANGUAGE
91,EUNOIA JUNIOR COLLEGE,H1 ECONOMICS
91,EUNOIA JUNIOR COLLEGE,H1 FRENCH LANGUAGE
91,EUNOIA JUNIOR COLLEGE,H1 GENERAL PAPER
91,EUNOIA JUNIOR COLLEGE,H1 JAPANESE LANGUAGE
91,EUNOIA JUNIOR COLLEGE,H1 MALAY LANGUAGE
91,EUNOIA JUNIOR COLLEGE,H1 PROJECT WORK
91,EUNOIA JUNIOR COLLEGE,H1 TAMIL LANGUAGE
91,EUNOIA JUNIOR COLLEGE,H2 ART
91,EUNOIA JUNIOR COLLEGE,H2 BIOLOGY
91,EUNOIA JUNIOR COLLEGE,H2 CHEMISTRY
91,EUNOIA JUNIOR COLLEGE,H2 ECONOMICS
91,EUNOIA JUNIOR COLLEGE,H2 HISTORY
91,EUNOIA JUNIOR COLLEGE,H2 KNOWLEDGE & INQUIRY
91,EUNOIA JUNIOR COLLEGE,H2 MUSIC
91,EUNOIA JUNIOR COLLEGE,H2 PHYSICS
91,EUNOIA JUNIOR COLLEGE,H3 ART
91,EUNOIA JUNIOR COLLEGE,H3 CHEMISTRY
91,EUNOIA JUNIOR COLLEGE,H3 HISTORY
91,EUNOIA JUNIOR COLLEGE,H3 MUSIC
91,EUNOIA JUNIOR COLLEGE,H3 PHYSICS
91,EUNOIA JUNIOR COLLEGE,NTU MOLECULAR BIOLOGY
91,EUNOIA JUNIOR COLLEGE,NUS GEOPOLITICS: WAR & PEACE
92,EUNOS PRIMARY SCHOOL,ART
92,EUNOS PRIMARY SCHOOL,CHINESE
92,EUNOS PRIMARY SCHOOL,ENGLISH LANGUAGE
92,EUNOS PRIMARY SCHOOL,FOUNDATION CHINESE
92,EUNOS PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
92,EUNOS PRIMARY SCHOOL,FOUNDATION MALAY
92,EUNOS PRIMARY SCHOOL,FOUNDATION TAMIL
92,EUNOS PRIMARY SCHOOL,HIGHER CHINESE
92,EUNOS PRIMARY SCHOOL,HIGHER MALAY
92,EUNOS PRIMARY SCHOOL,HIGHER TAMIL
92,EUNOS PRIMARY SCHOOL,MALAY
92,EUNOS PRIMARY SCHOOL,MATHEMATICS
92,EUNOS PRIMARY SCHOOL,MUSIC
92,EUNOS PRIMARY SCHOOL,PHYSICAL EDUCATION
92,EUNOS PRIMARY SCHOOL,SCIENCE
92,EUNOS PRIMARY SCHOOL,SOCIAL STUDIES
92,EUNOS PRIMARY SCHOOL,TAMIL
93,EVERGREEN PRIMARY SCHOOL,ART
93,EVERGREEN PRIMARY SCHOOL,CHINESE
93,EVERGREEN PRIMARY SCHOOL,CO-CURRICULAR ACTIVITIES
93,EVERGREEN PRIMARY SCHOOL,ENGLISH LANGUAGE
93,EVERGREEN PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
93,EVERGREEN PRIMARY SCHOOL,HIGHER CHINESE
93,EVERGREEN PRIMARY SCHOOL,HIGHER MALAY
93,EVERGREEN PRIMARY SCHOOL,HIGHER TAMIL
93,EVERGREEN PRIMARY SCHOOL,MALAY
93,EVERGREEN PRIMARY SCHOOL,MATHEMATICS
93,EVERGREEN PRIMARY SCHOOL,MUSIC
93,EVERGREEN PRIMARY SCHOOL,PHYSICAL EDUCATION
93,EVERGREEN PRIMARY SCHOOL,SCIENCE
93,EVERGREEN PRIMARY SCHOOL,SOCIAL STUDIES
93,EVERGREEN PRIMARY SCHOOL,TAMIL
94,EVERGREEN SECONDARY SCHOOL,ART
94,EVERGREEN SECONDARY SCHOOL,DESIGN & TECHNOLOGY
94,EVERGREEN SECONDARY SCHOOL,FOOD AND CONSUMER EDUCATION
94,EVERGREEN SECONDARY SCHOOL,MUSIC
94,EVERGREEN SECONDARY SCHOOL,PHYSICAL EDUCATION
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),ART
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),CHINESE
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),ENGLISH LANGUAGE
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),FOUNDATION CHINESE
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),FOUNDATION ENGLISH LANGUAGE
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),FOUNDATION MALAY
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),HIGHER CHINESE
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),HIGHER TAMIL
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),MALAY
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),MATHEMATICS
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),MUSIC
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),PHYSICAL EDUCATION
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),SCIENCE
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),SOCIAL STUDIES
95,FAIRFIELD METHODIST SCHOOL (PRIMARY),TAMIL
96,FAIRFIELD METHODIST SCHOOL (SECONDARY),CHINESE B
97,FAJAR SECONDARY SCHOOL,CHINESE B
97,FAJAR SECONDARY SCHOOL,MALAY B
97,FAJAR SECONDARY SCHOOL,MUSIC
97,FAJAR SECONDARY SCHOOL,TAMIL B
98,FARRER PARK PRIMARY SCHOOL,ART
98,FARRER PARK PRIMARY SCHOOL,CHINESE
98,FARRER PARK PRIMARY SCHOOL,ENGLISH LANGUAGE
98,FARRER PARK PRIMARY SCHOOL,FOUNDATION BENGALI
98,FARRER PARK PRIMARY SCHOOL,FOUNDATION CHINESE
98,FARRER PARK PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
98,FARRER PARK PRIMARY SCHOOL,FOUNDATION MALAY
98,FARRER PARK PRIMARY SCHOOL,FOUNDATION TAMIL
98,FARRER PARK PRIMARY SCHOOL,HIGHER CHINESE
98,FARRER PARK PRIMARY SCHOOL,HIGHER TAMIL
98,FARRER PARK PRIMARY SCHOOL,MALAY
98,FARRER PARK PRIMARY SCHOOL,MATHEMATICS
98,FARRER PARK PRIMARY SCHOOL,MUSIC
98,FARRER PARK PRIMARY SCHOOL,PHYSICAL EDUCATION
98,FARRER PARK PRIMARY SCHOOL,SCIENCE
98,FARRER PARK PRIMARY SCHOOL,SOCIAL STUDIES
98,FARRER PARK PRIMARY SCHOOL,TAMIL
99,FENGSHAN PRIMARY SCHOOL,ART
99,FENGSHAN PRIMARY SCHOOL,CHINESE
99,FENGSHAN PRIMARY SCHOOL,ENGLISH LANGUAGE
99,FENGSHAN PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
99,FENGSHAN PRIMARY SCHOOL,HIGHER CHINESE
99,FENGSHAN PRIMARY SCHOOL,HIGHER MALAY
99,FENGSHAN PRIMARY SCHOOL,HIGHER TAMIL
99,FENGSHAN PRIMARY SCHOOL,MALAY
99,FENGSHAN PRIMARY SCHOOL,MATHEMATICS
99,FENGSHAN PRIMARY SCHOOL,MUSIC
99,FENGSHAN PRIMARY SCHOOL,PHYSICAL EDUCATION
99,FENGSHAN PRIMARY SCHOOL,SCIENCE
99,FENGSHAN PRIMARY SCHOOL,SOCIAL STUDIES
99,FENGSHAN PRIMARY SCHOOL,TAMIL
100,FERN GREEN PRIMARY SCHOOL,ART
100,FERN GREEN PRIMARY SCHOOL,CHINESE
100,FERN GREEN PRIMARY SCHOOL,ENGLISH LANGUAGE
100,FERN GREEN PRIMARY SCHOOL,MALAY
100,FERN GREEN PRIMARY SCHOOL,MATHEMATICS
100,FERN GREEN PRIMARY SCHOOL,MUSIC
100,FERN GREEN PRIMARY SCHOOL,PHYSICAL EDUCATION
100,FERN GREEN PRIMARY SCHOOL,SCIENCE
100,FERN GREEN PRIMARY SCHOOL,SOCIAL STUDIES
100,FERN GREEN PRIMARY SCHOOL,TAMIL
101,FERNVALE PRIMARY SCHOOL,ART
101,FERNVALE PRIMARY SCHOOL,CHINESE
101,FERNVALE PRIMARY SCHOOL,ENGLISH LANGUAGE
101,FERNVALE PRIMARY SCHOOL,HIGHER CHINESE
101,FERNVALE PRIMARY SCHOOL,HIGHER MALAY
101,FERNVALE PRIMARY SCHOOL,HIGHER TAMIL
101,FERNVALE PRIMARY SCHOOL,MALAY
101,FERNVALE PRIMARY SCHOOL,MATHEMATICS
101,FERNVALE PRIMARY SCHOOL,MUSIC
101,FERNVALE PRIMARY SCHOOL,PHYSICAL EDUCATION
101,FERNVALE PRIMARY SCHOOL,SCIENCE
101,FERNVALE PRIMARY SCHOOL,SOCIAL STUDIES
101,FERNVALE PRIMARY SCHOOL,TAMIL
102,FIRST TOA PAYOH PRIMARY SCHOOL,ART
102,FIRST TOA PAYOH PRIMARY SCHOOL,CHINESE
102,FIRST TOA PAYOH PRIMARY SCHOOL,ENGLISH LANGUAGE
102,FIRST TOA PAYOH PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
102,FIRST TOA PAYOH PRIMARY SCHOOL,HIGHER CHINESE
102,FIRST TOA PAYOH PRIMARY SCHOOL,HIGHER MALAY
102,FIRST TOA PAYOH PRIMARY SCHOOL,HIGHER TAMIL
102,FIRST TOA PAYOH PRIMARY SCHOOL,MALAY
102,FIRST TOA PAYOH PRIMARY SCHOOL,MATHEMATICS
102,FIRST TOA PAYOH PRIMARY SCHOOL,MUSIC
102,FIRST TOA PAYOH PRIMARY SCHOOL,PHYSICAL EDUCATION
102,FIRST TOA PAYOH PRIMARY SCHOOL,SCIENCE
102,FIRST TOA PAYOH PRIMARY SCHOOL,SOCIAL STUDIES
102,FIRST TOA PAYOH PRIMARY SCHOOL,TAMIL
103,FRONTIER PRIMARY SCHOOL,ART
103,FRONTIER PRIMARY SCHOOL,CHINESE
103,FRONTIER PRIMARY SCHOOL,ENGLISH LANGUAGE
103,FRONTIER PRIMARY SCHOOL,FOUNDATION CHINESE
103,FRONTIER PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
103,FRONTIER PRIMARY SCHOOL,FOUNDATION MALAY
103,FRONTIER PRIMARY SCHOOL,HIGHER CHINESE
103,FRONTIER PRIMARY SCHOOL,HIGHER MALAY
103,FRONTIER PRIMARY SCHOOL,MALAY
103,FRONTIER PRIMARY SCHOOL,MATHEMATICS
103,FRONTIER PRIMARY SCHOOL,MUSIC
103,FRONTIER PRIMARY SCHOOL,PHYSICAL EDUCATION
103,FRONTIER PRIMARY SCHOOL,SCIENCE
103,FRONTIER PRIMARY SCHOOL,SOCIAL STUDIES
103,FRONTIER PRIMARY SCHOOL,TAMIL
104,FUCHUN PRIMARY SCHOOL,ART
104,FUCHUN PRIMARY SCHOOL,CHINESE
104,FUCHUN PRIMARY SCHOOL,ENGLISH LANGUAGE
104,FUCHUN PRIMARY SCHOOL,FOUNDATION CHINESE
104,FUCHUN PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
104,FUCHUN PRIMARY SCHOOL,FOUNDATION MALAY
104,FUCHUN PRIMARY SCHOOL,FOUNDATION TAMIL
104,FUCHUN PRIMARY SCHOOL,HIGHER CHINESE
104,FUCHUN PRIMARY SCHOOL,HIGHER MALAY
104,FUCHUN PRIMARY SCHOOL,HIGHER TAMIL
104,FUCHUN PRIMARY SCHOOL,MALAY
104,FUCHUN PRIMARY SCHOOL,MATHEMATICS
104,FUCHUN PRIMARY SCHOOL,MUSIC
104,FUCHUN PRIMARY SCHOOL,PHYSICAL EDUCATION
104,FUCHUN PRIMARY SCHOOL,SCIENCE
104,FUCHUN PRIMARY SCHOOL,SOCIAL STUDIES
104,FUCHUN PRIMARY SCHOOL,TAMIL
105,FUCHUN SECONDARY SCHOOL,ART
105,FUCHUN SECONDARY SCHOOL,CHINESE B
105,FUCHUN SECONDARY SCHOOL,DESIGN & TECHNOLOGY
105,FUCHUN SECONDARY SCHOOL,FOOD AND CONSUMER EDUCATION
105,FUCHUN SECONDARY SCHOOL,MUSIC
105,FUCHUN SECONDARY SCHOOL,PHYSICAL EDUCATION
106,FUHUA PRIMARY SCHOOL,ART
106,FUHUA PRIMARY SCHOOL,CHINESE
106,FUHUA PRIMARY SCHOOL,ENGLISH LANGUAGE
106,FUHUA PRIMARY SCHOOL,FOUNDATION CHINESE
106,FUHUA PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
106,FUHUA PRIMARY SCHOOL,FOUNDATION MALAY
106,FUHUA PRIMARY SCHOOL,FOUNDATION TAMIL
106,FUHUA PRIMARY SCHOOL,HIGHER CHINESE
106,FUHUA PRIMARY SCHOOL,HIGHER MALAY
106,FUHUA PRIMARY SCHOOL,HIGHER TAMIL
106,FUHUA PRIMARY SCHOOL,MALAY
106,FUHUA PRIMARY SCHOOL,MATHEMATICS
106,FUHUA PRIMARY SCHOOL,MUSIC
106,FUHUA PRIMARY SCHOOL,PHYSICAL EDUCATION
106,FUHUA PRIMARY SCHOOL,SCIENCE
106,FUHUA PRIMARY SCHOOL,SOCIAL STUDIES
106,FUHUA PRIMARY SCHOOL,TAMIL
107,FUHUA SECONDARY SCHOOL,MUSIC
108,GAN ENG SENG PRIMARY SCHOOL,ART
108,GAN ENG SENG PRIMARY SCHOOL,CHINESE
108,GAN ENG SENG PRIMARY SCHOOL,ENGLISH LANGUAGE
108,GAN ENG SENG PRIMARY SCHOOL,FOUNDATION CHINESE
108,GAN ENG SENG PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
108,GAN ENG SENG PRIMARY SCHOOL,FOUNDATION MALAY
108,GAN ENG SENG PRIMARY SCHOOL,FOUNDATION TAMIL
108,GAN ENG SENG PRIMARY SCHOOL,HIGHER CHINESE
108,GAN ENG SENG PRIMARY SCHOOL,HIGHER MALAY
108,GAN ENG SENG PRIMARY SCHOOL,HIGHER TAMIL
108,GAN ENG SENG PRIMARY SCHOOL,MALAY
108,GAN ENG SENG PRIMARY SCHOOL,MATHEMATICS
108,GAN ENG SENG PRIMARY SCHOOL,MUSIC
108,GAN ENG SENG PRIMARY SCHOOL,PHYSICAL EDUCATION
108,GAN ENG SENG PRIMARY SCHOOL,SCIENCE
108,GAN ENG SENG PRIMARY SCHOOL,SOCIAL STUDIES
108,GAN ENG SENG PRIMARY SCHOOL,TAMIL
109,GAN ENG SENG SCHOOL,ART
109,GAN ENG SENG SCHOOL,DESIGN & TECHNOLOGY
109,GAN ENG SENG SCHOOL,FOOD AND CONSUMER EDUCATION
109,GAN ENG SENG SCHOOL,MUSIC
109,GAN ENG SENG SCHOOL,PHYSICAL EDUCATION
110,GEYLANG METHODIST SCHOOL (PRIMARY),ART
110,GEYLANG METHODIST SCHOOL (PRIMARY),CHINESE
110,GEYLANG METHODIST SCHOOL (PRIMARY),CO-CURRICULAR ACTIVITIES
110,GEYLANG METHODIST SCHOOL (PRIMARY),ENGLISH LANGUAGE
110,GEYLANG METHODIST SCHOOL (PRIMARY),FOUNDATION ENGLISH LANGUAGE
110,GEYLANG METHODIST SCHOOL (PRIMARY),HIGHER CHINESE
110,GEYLANG METHODIST SCHOOL (PRIMARY),MALAY
110,GEYLANG METHODIST SCHOOL (PRIMARY),MATHEMATICS
110,GEYLANG METHODIST SCHOOL (PRIMARY),MUSIC
110,GEYLANG METHODIST SCHOOL (PRIMARY),PHYSICAL EDUCATION
110,GEYLANG METHODIST SCHOOL (PRIMARY),SCIENCE
110,GEYLANG METHODIST SCHOOL (PRIMARY),SOCIAL STUDIES
110,GEYLANG METHODIST SCHOOL (PRIMARY),TAMIL
111,GEYLANG METHODIST SCHOOL (SECONDARY),ART
111,GEYLANG METHODIST SCHOOL (SECONDARY),DESIGN & TECHNOLOGY
111,GEYLANG METHODIST SCHOOL (SECONDARY),FOOD AND CONSUMER EDUCATION
112,GONGSHANG PRIMARY SCHOOL,ART
112,GONGSHANG PRIMARY SCHOOL,CHINESE
112,GONGSHANG PRIMARY SCHOOL,ENGLISH LANGUAGE
112,GONGSHANG PRIMARY SCHOOL,FOUNDATION CHINESE
112,GONGSHANG PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
112,GONGSHANG PRIMARY SCHOOL,FOUNDATION MALAY
112,GONGSHANG PRIMARY SCHOOL,HIGHER CHINESE
112,GONGSHANG PRIMARY SCHOOL,HIGHER MALAY
112,GONGSHANG PRIMARY SCHOOL,MALAY
112,GONGSHANG PRIMARY SCHOOL,MATHEMATICS
112,GONGSHANG PRIMARY SCHOOL,MUSIC
112,GONGSHANG PRIMARY SCHOOL,PHYSICAL EDUCATION
112,GONGSHANG PRIMARY SCHOOL,SCIENCE
112,GONGSHANG PRIMARY SCHOOL,SOCIAL STUDIES
113,GREENDALE PRIMARY SCHOOL,ART
113,GREENDALE PRIMARY SCHOOL,CHINESE
113,GREENDALE PRIMARY SCHOOL,CO-CURRICULAR ACTIVITIES
113,GREENDALE PRIMARY SCHOOL,ENGLISH LANGUAGE
113,GREENDALE PRIMARY SCHOOL,HIGHER CHINESE
113,GREENDALE PRIMARY SCHOOL,HIGHER MALAY
113,GREENDALE PRIMARY SCHOOL,MALAY
113,GREENDALE PRIMARY SCHOOL,MATHEMATICS
113,GREENDALE PRIMARY SCHOOL,MUSIC
113,GREENDALE PRIMARY SCHOOL,PHYSICAL EDUCATION
113,GREENDALE PRIMARY SCHOOL,SCIENCE
113,GREENDALE PRIMARY SCHOOL,SOCIAL STUDIES
114,GREENDALE SECONDARY SCHOOL,ART
114,GREENDALE SECONDARY SCHOOL,DESIGN & TECHNOLOGY
114,GREENDALE SECONDARY SCHOOL,FOOD AND CONSUMER EDUCATION
114,GREENDALE SECONDARY SCHOOL,MUSIC
114,GREENDALE SECONDARY SCHOOL,PHYSICAL EDUCATION
115,GREENRIDGE PRIMARY SCHOOL,ART
115,GREENRIDGE PRIMARY SCHOOL,CHINESE
115,GREENRIDGE PRIMARY SCHOOL,ENGLISH LANGUAGE
115,GREENRIDGE PRIMARY SCHOOL,FOUNDATION CHINESE
115,GREENRIDGE PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
115,GREENRIDGE PRIMARY SCHOOL,FOUNDATION MALAY
115,GREENRIDGE PRIMARY SCHOOL,FOUNDATION TAMIL
115,GREENRIDGE PRIMARY SCHOOL,HIGHER CHINESE
115,GREENRIDGE PRIMARY SCHOOL,HIGHER MALAY
115,GREENRIDGE PRIMARY SCHOOL,HIGHER TAMIL
115,GREENRIDGE PRIMARY SCHOOL,MALAY
115,GREENRIDGE PRIMARY SCHOOL,MATHEMATICS
115,GREENRIDGE PRIMARY SCHOOL,MUSIC
115,GREENRIDGE PRIMARY SCHOOL,PHYSICAL EDUCATION
115,GREENRIDGE PRIMARY SCHOOL,SCIENCE
115,GREENRIDGE PRIMARY SCHOOL,SOCIAL STUDIES
115,GREENRIDGE PRIMARY SCHOOL,TAMIL
116,GREENRIDGE SECONDARY SCHOOL,CHINESE B
116,GREENRIDGE SECONDARY SCHOOL,MUSIC
116,GREENRIDGE SECONDARY SCHOOL,PHYSICAL EDUCATION
117,GREENWOOD PRIMARY SCHOOL,ART
117,GREENWOOD PRIMARY SCHOOL,CHINESE
117,GREENWOOD PRIMARY SCHOOL,ENGLISH LANGUAGE
117,GREENWOOD PRIMARY SCHOOL,FOUNDATION CHINESE
117,GREENWOOD PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
117,GREENWOOD PRIMARY SCHOOL,FOUNDATION MALAY
117,GREENWOOD PRIMARY SCHOOL,FOUNDATION TAMIL
117,GREENWOOD PRIMARY SCHOOL,HIGHER CHINESE
117,GREENWOOD PRIMARY SCHOOL,HIGHER MALAY
117,GREENWOOD PRIMARY SCHOOL,HIGHER TAMIL
117,GREENWOOD PRIMARY SCHOOL,MALAY
117,GREENWOOD PRIMARY SCHOOL,MATHEMATICS
117,GREENWOOD PRIMARY SCHOOL,MUSIC
117,GREENWOOD PRIMARY SCHOOL,PHYSICAL EDUCATION
117,GREENWOOD PRIMARY SCHOOL,SCIENCE
117,GREENWOOD PRIMARY SCHOOL,SOCIAL STUDIES
117,GREENWOOD PRIMARY SCHOOL,TAMIL
118,GUANGYANG PRIMARY SCHOOL,ART
118,GUANGYANG PRIMARY SCHOOL,CHINESE
118,GUANGYANG PRIMARY SCHOOL,ENGLISH LANGUAGE
118,GUANGYANG PRIMARY SCHOOL,FOUNDATION CHINESE
118,GUANGYANG PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
118,GUANGYANG PRIMARY SCHOOL,FOUNDATION MALAY
118,GUANGYANG PRIMARY SCHOOL,FOUNDATION TAMIL
118,GUANGYANG PRIMARY SCHOOL,HIGHER CHINESE
118,GUANGYANG PRIMARY SCHOOL,HIGHER MALAY
118,GUANGYANG PRIMARY SCHOOL,HIGHER TAMIL
118,GUANGYANG PRIMARY SCHOOL,MALAY
118,GUANGYANG PRIMARY SCHOOL,MATHEMATICS
118,GUANGYANG PRIMARY SCHOOL,MUSIC
118,GUANGYANG PRIMARY SCHOOL,PHYSICAL EDUCATION
118,GUANGYANG PRIMARY SCHOOL,SCIENCE
118,GUANGYANG PRIMARY SCHOOL,SOCIAL STUDIES
118,GUANGYANG PRIMARY SCHOOL,TAMIL
119,GUANGYANG SECONDARY SCHOOL,MUSIC
119,GUANGYANG SECONDARY SCHOOL,PHYSICAL EDUCATION
120,HAI SING CATHOLIC SCHOOL,ART
120,HAI SING CATHOLIC SCHOOL,DESIGN & TECHNOLOGY
120,HAI SING CATHOLIC SCHOOL,FOOD AND CONSUMER EDUCATION
120,HAI SING CATHOLIC SCHOOL,MUSIC
120,HAI SING CATHOLIC SCHOOL,PHYSICAL EDUCATION
121,HAIG GIRLS' SCHOOL,ART
121,HAIG GIRLS' SCHOOL,CHINESE
121,HAIG GIRLS' SCHOOL,ENGLISH LANGUAGE
121,HAIG GIRLS' SCHOOL,FOUNDATION CHINESE
121,HAIG GIRLS' SCHOOL,FOUNDATION ENGLISH LANGUAGE
121,HAIG GIRLS' SCHOOL,FOUNDATION MALAY
121,HAIG GIRLS' SCHOOL,HIGHER CHINESE
121,HAIG GIRLS' SCHOOL,HIGHER MALAY
121,HAIG GIRLS' SCHOOL,HIGHER TAMIL
121,HAIG GIRLS' SCHOOL,MALAY
121,HAIG GIRLS' SCHOOL,MATHEMATICS
121,HAIG GIRLS' SCHOOL,MUSIC
121,HAIG GIRLS' SCHOOL,PHYSICAL EDUCATION
121,HAIG GIRLS' SCHOOL,SCIENCE
121,HAIG GIRLS' SCHOOL,SOCIAL STUDIES
121,HAIG GIRLS' SCHOOL,TAMIL
122,HENRY PARK PRIMARY SCHOOL,ART
122,HENRY PARK PRIMARY SCHOOL,CHINESE
122,HENRY PARK PRIMARY SCHOOL,ENGLISH LANGUAGE
122,HENRY PARK PRIMARY SCHOOL,FOUNDATION CHINESE
122,HENRY PARK PRIMARY SCHOOL,HIGHER CHINESE
122,HENRY PARK PRIMARY SCHOOL,HIGHER MALAY
122,HENRY PARK PRIMARY SCHOOL,HIGHER TAMIL
122,HENRY PARK PRIMARY SCHOOL,MALAY
122,HENRY PARK PRIMARY SCHOOL,MATHEMATICS
122,HENRY PARK PRIMARY SCHOOL,MUSIC
122,HENRY PARK PRIMARY SCHOOL,PHYSICAL EDUCATION
122,HENRY PARK PRIMARY SCHOOL,SCIENCE
122,HENRY PARK PRIMARY SCHOOL,SOCIAL STUDIES
122,HENRY PARK PRIMARY SCHOOL,TAMIL
123,HILLGROVE SECONDARY SCHOOL,ART
123,HILLGROVE SECONDARY SCHOOL,DESIGN & TECHNOLOGY
123,HILLGROVE SECONDARY SCHOOL,PHYSICAL EDUCATION
124,HOLY INNOCENTS' HIGH SCHOOL,ART
124,HOLY INNOCENTS' HIGH SCHOOL,CHINESE B
124,HOLY INNOCENTS' HIGH SCHOOL,DESIGN & TECHNOLOGY
124,HOLY INNOCENTS' HIGH SCHOOL,FOOD AND CONSUMER EDUCATION
124,HOLY INNOCENTS' HIGH SCHOOL,MUSIC
124,HOLY INNOCENTS' HIGH SCHOOL,PHYSICAL EDUCATION
125,HOLY INNOCENTS' PRIMARY SCHOOL,ART
125,HOLY INNOCENTS' PRIMARY SCHOOL,CHINESE
125,HOLY INNOCENTS' PRIMARY SCHOOL,ENGLISH LANGUAGE
125,HOLY INNOCENTS' PRIMARY SCHOOL,FOUNDATION CHINESE
125,HOLY INNOCENTS' PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
125,HOLY INNOCENTS' PRIMARY SCHOOL,HIGHER CHINESE
125,HOLY INNOCENTS' PRIMARY SCHOOL,MATHEMATICS
125,HOLY INNOCENTS' PRIMARY SCHOOL,MUSIC
125,HOLY INNOCENTS' PRIMARY SCHOOL,PHYSICAL EDUCATION
125,HOLY INNOCENTS' PRIMARY SCHOOL,SCIENCE
125,HOLY INNOCENTS' PRIMARY SCHOOL,SOCIAL STUDIES
126,HONG WEN SCHOOL,ART
126,HONG WEN SCHOOL,CHINESE
126,HONG WEN SCHOOL,ENGLISH LANGUAGE
126,HONG WEN SCHOOL,FOUNDATION CHINESE
126,HONG WEN SCHOOL,FOUNDATION ENGLISH LANGUAGE
126,HONG WEN SCHOOL,HIGHER CHINESE
126,HONG WEN SCHOOL,MATHEMATICS
126,HONG WEN SCHOOL,MUSIC
126,HONG WEN SCHOOL,PHYSICAL EDUCATION
126,HONG WEN SCHOOL,SCIENCE
126,HONG WEN SCHOOL,SOCIAL STUDIES
127,HORIZON PRIMARY SCHOOL,ART
127,HORIZON PRIMARY SCHOOL,CHINESE
127,HORIZON PRIMARY SCHOOL,ENGLISH LANGUAGE
127,HORIZON PRIMARY SCHOOL,FOUNDATION CHINESE
127,HORIZON PRIMARY SCHOOL,FOUNDATION ENGLISH LANGUAGE
127,HORIZON PRIMARY SCHOOL,FOUNDATION TAMIL
127,HORIZON PRIMARY SCHOOL,HIGHER CHINESE
127,HORIZON PRIMARY SCHOOL,HIGHER MALAY
127,HORIZON PRIMARY SCHOOL,HIGHER TAMIL
127,HORIZON PRIMARY SCHOOL,MALAY
127,HORIZON PRIMARY SCHOOL,MATHEMATICS
127,HORIZON PRIMARY SCHOOL,MUSIC
127,HORIZON PRIMARY SCHOOL,PHYSICAL EDUCATION
127,HORIZON PRIMARY SCHOOL,SCIENCE
127,HORIZON PRIMARY SCHOOL,SOCIAL STUDIES
127,HORIZON PRIMARY SCHOOL,TAMIL
128,HOUGANG PRIMARY SCHOOL,ART
128,HOUGANG PRIMARY SCHOOL,CHINESE
